"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F4: 126, Sample, Pyr"	"Abundance: F4: 127N, Sample, Pyr"	"Abundance: F4: 127C, Sample, Pyr"	"Abundance: F4: 128N, Sample, Pyr"	"Abundance: F4: 128C, Sample, Pyr"	"Abundance: F4: 129N, Sample, Pyr"	"Abundance: F4: 129C, Sample, Pyr"	"Abundance: F4: 130N, Sample, Pyr"	"Abundance: F4: 130C, Sample, Pyr"	"Abundance: F4: 131, Sample, Pyr"	"Abundances Count: F4: 126, Sample, Pyr"	"Abundances Count: F4: 127N, Sample, Pyr"	"Abundances Count: F4: 127C, Sample, Pyr"	"Abundances Count: F4: 128N, Sample, Pyr"	"Abundances Count: F4: 128C, Sample, Pyr"	"Abundances Count: F4: 129N, Sample, Pyr"	"Abundances Count: F4: 129C, Sample, Pyr"	"Abundances Count: F4: 130N, Sample, Pyr"	"Abundances Count: F4: 130C, Sample, Pyr"	"Abundances Count: F4: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_0817300"	"organism=Plasmodium_falciparum_3D7 | product=asparagine-rich antigen | location=Pf3D7_08_v3:782909-789616(-) | length=2235 | sequence_SO=chromosome | SO=protein_coding"	"21.2080536912752"	"38"	"178"	"38"	"1"	"2235"	"254.593"	"5.19"	"Acetyl [N-Term]"	"1.026"	"1.198"	"1.052"	"0.840"	"0.796"	"0.819"	"0.864"	"0.715"	"0.750"	"10769.6"	"11054.7"	"11332.1"	"12898.9"	"9049.5"	"8576.8"	"8825.4"	"9308.1"	"7700.0"	"8076.5"	"72"	"72"	"72"	"72"	"72"	"72"	"72"	"72"	"72"	"72"	"7.66"	"0"	"3788.25567393808"	"38"
"False"	"IsMasterProtein"	"PF3D7_0915400"	"organism=Plasmodium_falciparum_3D7 | product=6-phosphofructokinase (PFK9) | location=Pf3D7_09_v3:650585-654841(-) | length=1418 | sequence_SO=chromosome | SO=protein_coding"	"36.8829337094499"	"47"	"225"	"47"	"1"	"1418"	"159.351"	"6.76"	""	"1.011"	"0.842"	"0.805"	"0.272"	"0.149"	"0.103"	"0.091"	"0.080"	"0.070"	"31151.1"	"31479.9"	"25091.0"	"26215.0"	"8480.6"	"4637.9"	"3220.9"	"2825.3"	"2496.7"	"2172.6"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"8.237"	"0"	"3748.22167130899"	"47"
"False"	"IsMasterProtein"	"PF3D7_1239200"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s) (ApiAP2) | location=Pf3D7_12_v3:1634695-1642428(+) | length=2577 | sequence_SO=chromosome | SO=protein_coding"	"33.5273573923166"	"77"	"210"	"77"	"1"	"2577"	"299.197"	"6.32"	""	"1.027"	"1.150"	"1.026"	"0.838"	"0.814"	"0.819"	"0.878"	"0.739"	"0.772"	"13219.3"	"13575.3"	"13558.7"	"15205.6"	"11073.9"	"10759.5"	"10829.8"	"11612.6"	"9768.5"	"10204.6"	"116"	"116"	"116"	"116"	"116"	"116"	"116"	"116"	"116"	"116"	"6.229"	"0"	"3711.02977561831"	"77"
"False"	"IsMasterProtein"	"PF3D7_1473200"	"organism=Plasmodium_falciparum_3D7 | product=DnaJ protein, putative | location=Pf3D7_14_v3:2981600-2982964(+) | length=454 | sequence_SO=chromosome | SO=protein_coding"	"39.8678414096916"	"14"	"114"	"14"	"1"	"454"	"52.422"	"5.25"	""	"1.084"	"1.220"	"1.035"	"0.757"	"0.712"	"0.743"	"0.737"	"0.657"	"0.663"	"5968.5"	"6471.5"	"6176.6"	"7280.8"	"4518.0"	"4251.6"	"4434.0"	"4400.4"	"3918.7"	"3955.1"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"24.929"	"0"	"3688.4889193839"	"14"
"False"	"IsMasterProtein"	"PF3D7_0511800"	"organism=Plasmodium_falciparum_3D7 | product=inositol-3-phosphate synthase (INO1) | location=Pf3D7_05_v3:520720-522693(-) | length=604 | sequence_SO=chromosome | SO=protein_coding"	"49.5033112582781"	"31"	"215"	"31"	"1"	"604"	"69.069"	"7.4"	""	"1.043"	"1.054"	"1.017"	"0.640"	"0.542"	"0.490"	"0.465"	"0.358"	"0.281"	"13119.4"	"13685.4"	"13338.2"	"13828.7"	"8392.8"	"7107.4"	"6428.0"	"6099.6"	"4701.7"	"3686.1"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"39.296"	"0"	"3558.23269199052"	"31"
"False"	"IsMasterProtein"	"PF3D7_1115800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:596289-597203(-) | length=304 | sequence_SO=chromosome | SO=protein_coding"	"48.3552631578947"	"16"	"191"	"16"	"1"	"304"	"33.861"	"9.99"	""	"0.967"	"1.283"	"1.010"	"0.891"	"0.858"	"0.894"	"0.979"	"0.817"	"0.863"	"9381.8"	"9068.5"	"9475.0"	"12037.3"	"8356.8"	"8052.7"	"8389.6"	"9186.0"	"7668.8"	"8095.2"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"50.09"	"0"	"3554.50754950679"	"16"
"False"	"IsMasterProtein"	"PF3D7_1312900"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initation factor 4 gamma (EIF4G) | location=Pf3D7_13_v3:548586-552841(+) | length=1255 | sequence_SO=chromosome | SO=protein_coding"	"34.8207171314741"	"42"	"231"	"41"	"1"	"1255"	"146.556"	"8.5"	""	"1.018"	"1.003"	"0.987"	"0.734"	"0.707"	"0.720"	"0.739"	"0.641"	"0.669"	"17782.6"	"18100.9"	"17550.8"	"17829.2"	"13046.2"	"12579.8"	"12809.1"	"13146.5"	"11401.1"	"11896.3"	"84"	"84"	"84"	"84"	"84"	"84"	"84"	"84"	"84"	"84"	"17.361"	"0"	"3516.07515342308"	"42"
"False"	"IsMasterProtein"	"PF3D7_0108300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_01_v3:337168-343833(+) | length=2221 | sequence_SO=chromosome | SO=protein_coding"	"27.6452048626745"	"49"	"198"	"49"	"1"	"2221"	"254.834"	"5.68"	""	"0.992"	"1.094"	"1.001"	"0.798"	"0.754"	"0.743"	"0.760"	"0.646"	"0.662"	"12869.8"	"12768.6"	"12887.6"	"14073.9"	"10272.6"	"9704.9"	"9559.7"	"9779.7"	"8315.0"	"8526.1"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"6.263"	"0"	"3515.6448472701"	"49"
"False"	"IsMasterProtein"	"PF3D7_0619400"	"organism=Plasmodium_falciparum_3D7 | product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | length=828 | sequence_SO=chromosome | SO=protein_coding"	"52.0531400966184"	"42"	"149"	"39"	"1"	"828"	"92.329"	"5.08"	""	"1.002"	"0.898"	"0.892"	"0.261"	"0.181"	"0.136"	"0.122"	"0.098"	"0.084"	"17275.2"	"17303.6"	"15404.7"	"15513.7"	"4500.3"	"3134.5"	"2342.4"	"2107.1"	"1693.4"	"1451.2"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"15.907"	"3"	"3334.88080255413"	"42"
"False"	"IsMasterProtein"	"PF3D7_1134000"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-3) | location=Pf3D7_11_v3:1320114-1322105(+) | length=663 | sequence_SO=chromosome | SO=protein_coding"	"50.9803921568627"	"31"	"135"	"30"	"1"	"663"	"73.252"	"6.84"	""	"0.973"	"0.494"	"0.807"	"0.186"	"0.150"	"0.141"	"0.153"	"0.129"	"0.095"	"15818.9"	"15388.1"	"12763.5"	"7815.2"	"2948.2"	"2376.2"	"2235.7"	"2424.6"	"2044.4"	"1509.7"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"14.199"	"1"	"3302.7911431586"	"31"
"False"	"IsMasterProtein"	"PF3D7_1366900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2675590-2677966(+) | length=685 | sequence_SO=chromosome | SO=protein_coding"	"40.2919708029197"	"28"	"227"	"28"	"1"	"685"	"78.525"	"9.38"	""	"1.033"	"1.249"	"1.079"	"0.940"	"0.916"	"0.939"	"0.980"	"0.841"	"0.866"	"10414.3"	"10763.1"	"11238.9"	"13003.7"	"9790.6"	"9543.5"	"9774.9"	"10210.3"	"8756.9"	"9016.4"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"113.062"	"0"	"3266.77224136727"	"28"
"False"	"IsMasterProtein"	"PF3D7_0511500"	"organism=Plasmodium_falciparum_3D7 | product=RNA pseudouridylate synthase, putative | location=Pf3D7_05_v3:486602-516787(+) | length=10061 | sequence_SO=chromosome | SO=protein_coding"	"13.0702713447967"	"115"	"197"	"113"	"1"	"10061"	"1186.842"	"7.49"	""	"1.036"	"1.117"	"0.998"	"0.767"	"0.747"	"0.759"	"0.800"	"0.673"	"0.719"	"15149.4"	"15702.3"	"15121.9"	"16919.6"	"11624.8"	"11315.7"	"11490.9"	"12119.7"	"10195.7"	"10887.9"	"126"	"126"	"126"	"126"	"126"	"126"	"126"	"126"	"126"	"126"	"0.756"	"3"	"3167.06937350271"	"115"
"False"	"IsMasterProtein"	"PF3D7_0831700"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-x) | location=Pf3D7_08_v3:1365467-1367506(-) | length=679 | sequence_SO=chromosome | SO=protein_coding"	"43.298969072165"	"27"	"159"	"19"	"1"	"679"	"75.006"	"5.77"	""	"0.907"	"0.332"	"0.650"	"0.207"	"0.186"	"0.203"	"0.217"	"0.172"	"0.142"	"7230.4"	"6556.0"	"4699.3"	"2400.8"	"1496.9"	"1346.3"	"1466.8"	"1568.5"	"1241.6"	"1023.9"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"10.885"	"0"	"3145.80753344879"	"27"
"False"	"IsMasterProtein"	"PF3D7_1360800"	"organism=Plasmodium_falciparum_3D7 | product=falcilysin (FLN) | location=Pf3D7_13_v3:2435343-2438924(+) | length=1193 | sequence_SO=chromosome | SO=protein_coding"	"39.815590947192"	"46"	"188"	"46"	"1"	"1193"	"138.776"	"7.01"	""	"1.034"	"1.132"	"1.024"	"0.733"	"0.436"	"0.186"	"0.147"	"0.117"	"0.108"	"16453.7"	"17015.6"	"16846.9"	"18624.9"	"12064.9"	"7181.3"	"3061.0"	"2426.1"	"1926.1"	"1769.4"	"74"	"74"	"74"	"74"	"74"	"74"	"74"	"74"	"74"	"74"	"12.78"	"0"	"3108.06828591065"	"46"
"False"	"IsMasterProtein"	"PF3D7_1019000"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initiation factor subunit eIF2A, putative | location=Pf3D7_10_v3:757795-765158(+) | length=2405 | sequence_SO=chromosome | SO=protein_coding"	"27.6091476091476"	"59"	"153"	"59"	"1"	"2405"	"280.579"	"8.62"	""	"1.025"	"1.084"	"1.005"	"0.735"	"0.706"	"0.699"	"0.738"	"0.624"	"0.641"	"9982.5"	"10236.7"	"10030.4"	"10820.6"	"7336.1"	"7048.6"	"6975.1"	"7364.9"	"6226.3"	"6395.5"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"4.722"	"0"	"2941.69407378819"	"59"
"False"	"IsMasterProtein"	"PF3D7_1015600"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 60 (HSP60) | location=Pf3D7_10_v3:627044-629040(-) | length=580 | sequence_SO=chromosome | SO=protein_coding"	"58.9655172413793"	"31"	"153"	"30"	"1"	"580"	"62.512"	"7.12"	""	"1.043"	"1.148"	"1.052"	"0.876"	"0.823"	"0.713"	"0.313"	"0.163"	"0.125"	"12035.7"	"12556.3"	"12663.2"	"13814.4"	"10541.3"	"9903.2"	"8575.6"	"3763.8"	"1961.6"	"1502.5"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"17.548"	"1"	"2895.99975220978"	"31"
"False"	"IsMasterProtein"	"PF3D7_1033100"	"organism=Plasmodium_falciparum_3D7 | product=S-adenosylmethionine decarboxylase/ornithine decarboxylase (AdoMetDC/ODC) | location=Pf3D7_10_v3:1324132-1328436(-) | length=1434 | sequence_SO=chromosome | SO=protein_coding"	"38.4937238493724"	"49"	"150"	"49"	"1"	"1434"	"168.063"	"6.37"	""	"0.983"	"0.641"	"0.886"	"0.237"	"0.164"	"0.114"	"0.095"	"0.081"	"0.066"	"16331.7"	"16050.1"	"14463.2"	"10473.4"	"3873.0"	"2674.9"	"1869.8"	"1550.4"	"1318.7"	"1084.6"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"5.84"	"0"	"2879.60733247887"	"49"
"False"	"IsMasterProtein"	"PF3D7_1116700"	"organism=Plasmodium_falciparum_3D7 | product=dipeptidyl aminopeptidase 1 (DPAP1) | location=Pf3D7_11_v3:630779-632881(-) | length=700 | sequence_SO=chromosome | SO=protein_coding"	"40.4285714285714"	"22"	"140"	"22"	"1"	"700"	"80.361"	"6.19"	""	"0.963"	"0.799"	"0.848"	"0.430"	"0.264"	"0.160"	"0.150"	"0.122"	"0.113"	"10544.8"	"10153.7"	"8940.8"	"8424.9"	"4529.9"	"2786.0"	"1691.2"	"1581.0"	"1291.4"	"1186.7"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"22.899"	"0"	"2832.28520576222"	"22"
"False"	"IsMasterProtein"	"PF3D7_0624600"	"organism=Plasmodium_falciparum_3D7 | product=SNF2 helicase, putative (ISWI) | location=Pf3D7_06_v3:999524-1007683(+) | length=2719 | sequence_SO=chromosome | SO=protein_coding"	"24.7885251930857"	"59"	"218"	"59"	"1"	"2719"	"315.423"	"6.98"	""	"0.920"	"1.005"	"0.873"	"0.666"	"0.653"	"0.667"	"0.708"	"0.587"	"0.617"	"13017.7"	"11969.9"	"11363.4"	"13087.6"	"8671.8"	"8499.5"	"8681.1"	"9220.2"	"7638.3"	"8027.6"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"2.884"	"0"	"2810.95581611997"	"59"
"False"	"IsMasterProtein"	"PF3D7_1229400"	"organism=Plasmodium_falciparum_3D7 | product=macrophage migration inhibitory factor (MIF) | location=Pf3D7_12_v3:1208912-1209542(+) | length=116 | sequence_SO=chromosome | SO=protein_coding"	"60.3448275862069"	"6"	"134"	"6"	"1"	"116"	"12.836"	"6.52"	""	"1.053"	"1.120"	"1.004"	"0.857"	"0.812"	"0.826"	"0.905"	"0.698"	"0.672"	"8738.5"	"9200.6"	"8773.4"	"9787.7"	"7488.6"	"7093.1"	"7219.0"	"7905.0"	"6095.8"	"5872.3"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"132.352"	"0"	"2804.48630011626"	"6"
"False"	"IsMasterProtein"	"PF3D7_0510100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:422746-430353(-) | length=2535 | sequence_SO=chromosome | SO=protein_coding"	"32.6627218934911"	"73"	"202"	"72"	"1"	"2535"	"297.387"	"6.51"	""	"0.996"	"1.097"	"0.993"	"0.809"	"0.789"	"0.803"	"0.838"	"0.723"	"0.743"	"11768.4"	"11722.8"	"11680.5"	"12907.7"	"9518.7"	"9281.0"	"9445.6"	"9858.3"	"8508.9"	"8743.4"	"100"	"100"	"100"	"100"	"100"	"100"	"100"	"100"	"100"	"100"	"4.921"	"2"	"2768.31872755935"	"73"
"False"	"IsMasterProtein"	"PF3D7_1007700"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s) (ApiAP2) | location=Pf3D7_10_v3:301126-305919(-) | length=1597 | sequence_SO=chromosome | SO=protein_coding"	"19.4740137758297"	"24"	"119"	"24"	"1"	"1597"	"182.551"	"6.23"	""	"1.020"	"0.947"	"0.972"	"0.642"	"0.593"	"0.593"	"0.608"	"0.514"	"0.528"	"6687.8"	"6822.9"	"6501.6"	"6331.8"	"4295.8"	"3967.8"	"3967.1"	"4063.5"	"3434.6"	"3531.8"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"9.89"	"0"	"2604.63062822986"	"24"
"False"	"IsMasterProtein"	"PF3D7_0801800"	"organism=Plasmodium_falciparum_3D7 | product=mannose-6-phosphate isomerase, putative | location=Pf3D7_08_v3:119032-122067(-) | length=1011 | sequence_SO=chromosome | SO=protein_coding"	"35.2126607319486"	"36"	"147"	"35"	"1"	"1011"	"117.588"	"7.14"	""	"0.961"	"0.996"	"0.996"	"0.485"	"0.275"	"0.217"	"0.202"	"0.171"	"0.160"	"16533.3"	"15895.5"	"16469.5"	"16461.6"	"8024.5"	"4554.4"	"3589.5"	"3341.8"	"2823.9"	"2641.2"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"9.35"	"0"	"2590.33520588982"	"36"
"False"	"IsMasterProtein"	"PF3D7_1108600"	"organism=Plasmodium_falciparum_3D7 | product=endoplasmic reticulum-resident calcium binding protein (ERC) | location=Pf3D7_11_v3:369675-370706(-) | length=343 | sequence_SO=chromosome | SO=protein_coding"	"62.3906705539359"	"22"	"126"	"22"	"1"	"343"	"39.35"	"4.67"	""	"1.007"	"0.934"	"0.970"	"0.523"	"0.478"	"0.467"	"0.499"	"0.427"	"0.392"	"12657.1"	"12749.9"	"12276.3"	"11817.8"	"6625.1"	"6055.4"	"5904.7"	"6309.8"	"5409.6"	"4966.2"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"45.416"	"0"	"2580.4272301129"	"22"
"False"	"IsMasterProtein"	"PF3D7_1118300"	"organism=Plasmodium_falciparum_3D7 | product=insulinase, putative | location=Pf3D7_11_v3:694655-699121(+) | length=1488 | sequence_SO=chromosome | SO=protein_coding"	"34.9462365591398"	"44"	"112"	"44"	"1"	"1488"	"173.516"	"5.43"	""	"1.000"	"0.712"	"0.937"	"0.214"	"0.175"	"0.134"	"0.122"	"0.104"	"0.096"	"13356.4"	"13352.1"	"12513.2"	"9510.4"	"2857.6"	"2343.1"	"1784.7"	"1629.7"	"1384.1"	"1285.7"	"60"	"60"	"60"	"60"	"60"	"60"	"60"	"60"	"60"	"60"	"4.421"	"0"	"2576.99783116736"	"44"
"False"	"IsMasterProtein"	"PF3D7_1468100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2786308-2794323(-) | length=2558 | sequence_SO=chromosome | SO=protein_coding"	"27.4042220484754"	"58"	"119"	"58"	"1"	"2558"	"295.648"	"5.35"	""	"0.956"	"0.658"	"0.851"	"0.426"	"0.401"	"0.405"	"0.427"	"0.345"	"0.340"	"12663.1"	"12104.4"	"10773.3"	"8329.4"	"5388.5"	"5075.0"	"5124.1"	"5408.2"	"4364.5"	"4306.9"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"2.852"	"0"	"2556.12294185009"	"58"
"False"	"IsMasterProtein"	"PF3D7_1332900"	"organism=Plasmodium_falciparum_3D7 | product=isoleucine--tRNA ligase, putative | location=Pf3D7_13_v3:1350042-1353860(-) | length=1272 | sequence_SO=chromosome | SO=protein_coding"	"30.5817610062893"	"36"	"139"	"36"	"1"	"1272"	"151.214"	"7.58"	""	"1.014"	"1.086"	"1.026"	"0.414"	"0.188"	"0.133"	"0.119"	"0.099"	"0.097"	"12733.0"	"12916.1"	"13063.0"	"13824.6"	"5268.2"	"2398.1"	"1694.9"	"1512.0"	"1262.1"	"1229.1"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"4.545"	"0"	"2544.27684968934"	"36"
"False"	"IsMasterProtein"	"PF3D7_1222300"	"organism=Plasmodium_falciparum_3D7 | product=endoplasmin, putative (GRP94) | location=Pf3D7_12_v3:883567-886032(-) | length=821 | sequence_SO=chromosome | SO=protein_coding"	"43.3617539585871"	"36"	"149"	"35"	"1"	"821"	"94.959"	"5.41"	""	"0.985"	"0.502"	"0.748"	"0.171"	"0.154"	"0.132"	"0.136"	"0.114"	"0.107"	"36316.9"	"35756.6"	"27147.1"	"18242.7"	"6203.4"	"5603.5"	"4797.8"	"4946.4"	"4134.1"	"3875.8"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"11.915"	"2"	"2495.71966721911"	"36"
"False"	"IsMasterProtein"	"PF3D7_0307100"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S12, putative | location=Pf3D7_03_v3:312693-313342(-) | length=141 | sequence_SO=chromosome | SO=protein_coding"	"90.7801418439716"	"12"	"126"	"12"	"1"	"141"	"15.387"	"5.05"	"Acetyl [N-Term]"	"1.086"	"1.051"	"1.008"	"0.701"	"0.590"	"0.524"	"0.518"	"0.437"	"0.481"	"11777.8"	"12789.2"	"11874.2"	"12379.2"	"8259.5"	"6953.0"	"6173.8"	"6105.2"	"5152.0"	"5665.5"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"283.804"	"0"	"2472.45762253086"	"12"
"False"	"IsMasterProtein"	"PF3D7_1204300"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initiation factor 5A (EIF5A) | location=Pf3D7_12_v3:205491-205976(-) | length=161 | sequence_SO=chromosome | SO=protein_coding"	"63.3540372670807"	"9"	"123"	"9"	"1"	"161"	"17.62"	"5.76"	"Acetyl [N-Term]"	"1.091"	"0.870"	"1.011"	"0.408"	"0.321"	"0.292"	"0.308"	"0.279"	"0.335"	"12195.0"	"13307.1"	"12329.6"	"10603.6"	"4976.3"	"3918.4"	"3565.9"	"3758.0"	"3404.8"	"4080.0"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"397.107"	"0"	"2460.87782608696"	"9"
"False"	"IsMasterProtein"	"PF3D7_1420700"	"organism=Plasmodium_falciparum_3D7 | product=surface protein P113 (P113) | location=Pf3D7_14_v3:860011-863080(+) | length=969 | sequence_SO=chromosome | SO=protein_coding"	"41.4860681114551"	"30"	"89"	"30"	"1"	"969"	"112.505"	"4.59"	""	"1.003"	"0.941"	"0.963"	"0.426"	"0.294"	"0.255"	"0.257"	"0.194"	"0.158"	"7576.5"	"7596.3"	"7297.1"	"7131.6"	"3226.3"	"2230.6"	"1931.0"	"1949.3"	"1467.2"	"1194.7"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"6.814"	"0"	"2442.22155973539"	"30"
"False"	"IsMasterProtein"	"PF3D7_1118200"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 90, putative | location=Pf3D7_11_v3:688766-691558(-) | length=930 | sequence_SO=chromosome | SO=protein_coding"	"37.3118279569892"	"32"	"123"	"32"	"1"	"930"	"108.397"	"6.67"	""	"0.959"	"0.301"	"0.679"	"0.165"	"0.135"	"0.122"	"0.112"	"0.100"	"0.092"	"18684.6"	"17915.7"	"12689.0"	"5631.8"	"3082.2"	"2519.7"	"2270.7"	"2091.8"	"1864.9"	"1728.0"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"6.305"	"0"	"2421.38825303698"	"32"
"False"	"IsMasterProtein"	"PF3D7_0314700"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_03_v3:589002-592547(-) | length=1181 | sequence_SO=chromosome | SO=protein_coding"	"42.9297205757832"	"40"	"119"	"40"	"1"	"1181"	"135.556"	"6.09"	""	"1.014"	"1.140"	"1.010"	"0.826"	"0.803"	"0.836"	"0.866"	"0.735"	"0.750"	"6088.1"	"6175.0"	"6147.2"	"6939.8"	"5031.4"	"4889.1"	"5091.7"	"5270.5"	"4472.0"	"4568.2"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"5.884"	"0"	"2419.02665191299"	"40"
"False"	"IsMasterProtein"	"PF3D7_1446500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1907197-1916202(+) | length=3001 | sequence_SO=chromosome | SO=protein_coding"	"21.6927690769743"	"52"	"131"	"52"	"1"	"3001"	"346.706"	"8.79"	""	"1.008"	"1.123"	"1.018"	"0.882"	"0.837"	"0.843"	"0.879"	"0.755"	"0.787"	"8031.1"	"8092.8"	"8177.7"	"9019.4"	"7085.4"	"6719.9"	"6774.2"	"7060.0"	"6059.8"	"6318.6"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"2.1"	"0"	"2418.7714445788"	"52"
"False"	"IsMasterProtein"	"PF3D7_1365900"	"organism=Plasmodium_falciparum_3D7 | product=ubiquitin-60S ribosomal protein L40 | location=Pf3D7_13_v3:2632534-2633260(-) | length=128 | sequence_SO=chromosome | SO=protein_coding"	"38.28125"	"5"	"131"	"1"	"1"	"128"	"14.608"	"9.88"	""	"1.339"	"1.174"	"1.068"	"0.910"	"0.889"	"0.873"	"0.923"	"0.784"	"0.915"	"2723.1"	"3646.6"	"2909.3"	"3196.2"	"2477.3"	"2421.5"	"2376.8"	"2514.6"	"2136.1"	"2492.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"16.783"	"0"	"2401.93479155976"	"5"
"False"	"IsMasterProtein"	"PF3D7_1457200"	"organism=Plasmodium_falciparum_3D7 | product=thioredoxin 1 (TRX1) | location=Pf3D7_14_v3:2343640-2344218(-) | length=104 | sequence_SO=chromosome | SO=protein_coding"	"48.0769230769231"	"5"	"96"	"5"	"1"	"104"	"11.709"	"4.75"	""	"1.159"	"1.126"	"1.021"	"0.897"	"0.864"	"0.808"	"0.627"	"0.208"	"0.107"	"5750.1"	"6666.3"	"5872.1"	"6475.7"	"5155.7"	"4970.2"	"4644.6"	"3606.6"	"1194.1"	"614.6"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"999"	"0"	"2388.48685393258"	"5"
"False"	"IsMasterProtein"	"PF3D7_1436300"	"organism=Plasmodium_falciparum_3D7 | product=translocon component PTEX150 (PTEX150) | location=Pf3D7_14_v3:1479777-1482758(+) | length=993 | sequence_SO=chromosome | SO=protein_coding"	"42.1953675730111"	"30"	"118"	"30"	"1"	"993"	"112.34"	"4.4"	""	"1.026"	"1.201"	"1.041"	"0.879"	"0.856"	"0.882"	"0.950"	"0.823"	"0.854"	"5081.3"	"5215.8"	"5292.0"	"6104.5"	"4467.8"	"4351.2"	"4483.3"	"4825.3"	"4182.0"	"4340.0"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"13.251"	"0"	"2358.32650429271"	"30"
